Municipio,Homicidio Doloso,Furtos,Furto de Veiculo,Roubos,Latrocinio,Roubo de Veiculo,Estelionato,Delitos Relacionados a Armas e Municoes,Entorpecentes - Posse,Entorpecentes - Trafico
PORTO XAVIER,0,95,8,5,0,0,8,12,9,1
POUSO NOVO,0,24,1,0,0,1,5,0,0,0
PRESIDENTE LUCENA,0,12,0,0,0,0,3,0,2,0
PROGRESSO,0,39,2,2,0,1,2,9,3,1
PROTASIO ALVES,1,8,0,1,0,0,3,2,0,0
PUTINGA,2,40,1,1,0,0,8,2,1,0
QUARAI,1,305,16,20,0,1,34,11,10,5
QUATRO IRMAOS,0,7,0,2,0,0,2,2,0,0
QUEVEDOS,0,19,0,1,0,0,1,4,0,0
QUINZE DE NOVEMBRO,0,41,0,0,1,0,5,1,2,0
REDENTORA,2,46,6,3,0,1,5,4,0,3
RELVADO,0,10,0,0,0,0,2,1,0,0
RESTINGA SECA,0,172,8,11,0,0,20,5,9,2
RIO DOS INDIOS,0,26,2,2,0,0,2,2,0,0
RIO GRANDE,25,2665,177,1460,2,40,461,121,159,247
RIO PARDO,4,449,27,61,0,1,45,20,54,28
RIOZINHO,0,34,1,2,0,0,6,3,2,0
ROCA SALES,0,133,7,8,0,1,13,3,13,4
RODEIO BONITO,1,30,7,3,0,0,12,2,11,1
ROLADOR,0,13,2,0,0,0,0,1,0,0
ROLANTE,5,146,8,22,0,6,27,4,30,5
RONDA ALTA,2,57,4,5,0,5,7,5,4,4
RONDINHA,0,19,0,6,0,3,5,2,0,0
ROQUE GONZALES,1,65,3,2,0,0,1,4,3,4
ROSARIO DO SUL,2,485,15,45,0,1,54,20,45,34
SAGRADA FAMILIA,0,14,2,2,0,0,1,1,0,0
SALDANHA MARINHO,0,21,1,1,0,1,5,2,0,0
SALTO DO JACUI,4,150,13,20,0,2,26,11,7,2
SALVADOR DAS MISSOES,0,23,2,1,0,0,5,2,0,1
SALVADOR DO SUL,0,39,5,5,0,0,7,1,8,1
SANANDUVA,0,99,7,7,0,3,16,11,2,3
SANTA BARBARA DO SUL,2,68,6,8,0,2,13,8,5,1
SANTA CECILIA DO SUL,0,12,2,1,0,0,1,1,0,0
SANTA CLARA DO SUL,0,35,2,1,0,1,8,1,0,1
SANTA CRUZ DO SUL,22,1829,321,284,2,27,290,56,68,85
SANTA MARGARIDA DO SUL,0,24,0,2,0,0,2,2,0,0
SANTA MARIA,28,3593,238,1218,3,27,814,208,314,214
SANTA MARIA DO HERVAL,0,19,5,4,0,1,5,0,1,0
SANTA ROSA,4,742,73,52,0,8,102,35,144,71
SANTA TEREZA,0,11,1,2,0,0,1,1,0,0
SANTA TEREzA,0,0,0,0,0,0,0,0,0,0
SANTA VITORIA DO PALMAR,4,554,26,79,0,1,44,7,21,16
SANTANA DA BOA VISTA,0,56,2,6,0,0,2,10,2,1
SANTANA DO LIVRAMENTO,7,921,70,99,4,7,131,62,134,36
SANTIAGO,2,459,11,38,0,1,123,34,104,86
SANTO ANGELO,6,1188,54,144,0,4,138,59,133,58
SANTO ANTONIO DA PATRULHA,3,386,32,46,0,5,63,11,30,28
SANTO ANTONIO DAS MISSOES,1,99,1,4,0,1,9,14,15,1
SANTO ANTONIO DO PALMA,0,16,1,2,0,0,1,0,0,0
SANTO ANTONIO DO PLANALTO,0,11,0,1,0,2,3,0,0,0
SANTO AUGUSTO,2,89,9,14,0,1,10,10,15,8
SANTO CRISTO,1,45,4,4,0,0,11,3,11,5
SANTO EXPEDITO DO SUL,0,7,0,0,0,0,1,3,0,0
SAO BORJA,6,774,39,113,0,3,81,32,53,109
SAO DOMINGOS DO SUL,1,18,2,0,0,1,2,0,2,1
SAO FRANCISCO DE ASSIS,2,167,5,8,0,0,20,23,12,8
SAO FRANCISCO DE PAULA,2,276,11,27,0,9,43,22,33,14
SAO GABRIEL,1,681,20,50,0,0,79,35,55,72
SAO JERONIMO,0,300,16,24,0,4,29,9,23,21
SAO JOAO DA URTIGA,0,12,0,0,0,0,3,2,0,0
SAO JOAO DO POLESINE,0,19,0,1,0,0,5,3,0,0
SAO JORGE,0,13,0,1,0,0,2,0,1,0
SAO JOSE DAS MISSOES,0,7,0,0,0,0,0,0,0,0
SAO JOSE DO HERVAL,1,25,2,0,0,0,1,1,0,1
SAO JOSE DO HORTENCIO,0,20,0,3,0,1,4,0,1,1
SAO JOSE DO INHACORA,1,7,0,0,0,0,0,0,0,0
SAO JOSE DO NORTE,5,278,4,43,1,0,13,6,28,18
SAO JOSE DO OURO,0,41,2,1,0,0,13,6,1,1
SAO JOSE DO SUL,0,11,0,3,0,0,0,1,1,0
SAO JOSE DOS AUSENTES,1,20,0,0,0,0,5,2,1,2
SAO LEOPOLDO,78,3040,466,1661,1,478,584,124,262,254
SAO LOURENCO DO SUL,3,346,13,30,0,1,49,12,60,27
SAO LUIZ GONZAGA,4,665,25,51,0,4,45,43,47,45
SAO MARCOS,2,153,9,18,1,3,58,9,26,13
SAO MARTINHO,0,32,1,0,0,0,7,1,6,0
SAO MARTINHO DA SERRA,0,66,1,0,0,0,4,0,0,0
SAO MIGUEL DAS MISSOES,1,62,0,5,0,0,5,7,1,0
SAO NICOLAU,1,78,0,3,0,0,2,13,0,1
SAO PAULO DAS MISSOES,0,12,0,1,0,0,8,0,0,0
SAO PEDRO DA SERRA,0,8,0,3,0,0,4,0,3,0
SAO PEDRO DAS MISSOES,1,6,1,2,0,0,2,3,0,0
SAO PEDRO DO BUTIA,0,16,2,1,0,0,4,0,0,0
SAO PEDRO DO SUL,1,287,8,26,0,2,20,19,8,13
SAO SEBASTIAO DO CAI,2,338,12,32,0,12,55,14,119,38
SAO SEPE,2,270,11,40,0,1,30,15,17,19
SAO VALENTIM,0,12,0,1,0,0,4,1,3,1
SAO VALENTIM DO SUL,0,16,0,0,0,1,1,3,1,0
SAO VALERIO DO SUL,0,14,0,0,0,0,0,1,0,0
SAO VENDELINO,0,15,2,3,0,1,0,0,2,0
SAO VICENTE DO SUL,0,98,1,5,0,0,13,5,4,2
SAPIRANGA,11,780,163,236,1,71,139,36,87,45
SAPUCAIA DO SUL,31,1562,262,1104,0,182,254,62,182,131
SARANDI,5,187,14,20,0,6,38,13,18,17
SEBERI,3,106,6,9,0,0,9,11,12,5
SEDE NOVA,0,7,1,0,0,0,1,3,2,0
SEGREDO,0,35,2,5,0,0,4,2,0,0
SELBACH,0,27,3,1,0,0,11,2,3,2
SENADOR SALGADO FILHO,1,11,2,1,0,0,0,1,1,0
SENTINELA DO SUL,1,74,10,8,0,3,3,3,0,1
SERAFINA CORREA,0,90,4,3,0,2,33,4,19,6
SERIO,0,13,0,0,0,0,0,0,1,0
SERTAO,0,47,1,5,0,1,8,3,1,0
SERTAO SANTANA,0,43,1,3,0,5,5,1,3,2
SETE DE SETEMBRO,0,32,1,0,0,1,2,0,0,0
